outcome,outcome_descr,brand,brand_descr,recent_postestperiod,model,model_descr,model_descr_wrap,term,term_left,term_right,term_midpoint,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,ve,ve.ll,ve.ul,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.2281126960646749,0.06495524894445041,-18.907058567583263,9.976884240023077e-80,-1.355422644602631,-1.1008027475267188,0.2928447435014485,0.257838297455181,0.33260397948189274,0.7071552564985515,0.6673960205181073,0.7421617025448191,0.29,(0.26-0.33),70.7,(66.7-74.2),0.29 (0.26-0.33),70.7 (66.7-74.2)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-0.9318457638217,0.07238671927095189,-12.873159237037573,6.374065171051776e-38,-1.0737211265517772,-0.7899704010916229,0.39382612908545034,0.34173451115639275,0.4538582287916765,0.6061738709145497,0.5461417712083235,0.6582654888436072,0.39,(0.34-0.45),60.6,(54.6-65.8),0.39 (0.34-0.45),60.6 (54.6-65.8)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.7815858503798466,0.04425693989283526,-17.660187357562364,8.495720498755615e-70,-0.8683278586357577,-0.6948438421239356,0.4576796240810328,0.41965268149549895,0.49915238847628374,0.5423203759189672,0.5008476115237163,0.580347318504501,0.46,(0.42-0.50),54.2,(50.1-58.0),0.46 (0.42-0.50),54.2 (50.1-58.0)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-1.702010993886547,0.0785332866683531,-21.672478844214904,3.7311916963917306e-104,-1.8559334073440787,-1.5480885804290154,0.18231651775009125,0.1563069764828148,0.21265405673158705,0.8176834822499087,0.7873459432684129,0.8436930235171852,0.18,(0.16-0.21),81.8,(78.7-84.4),0.18 (0.16-0.21),81.8 (78.7-84.4)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-1.549223703789707,0.05054051382602241,-30.653105528817147,2.4024837378478507e-206,-1.6482812906488595,-1.4501661169305544,0.21241280509513386,0.19238027041121253,0.2345313252338252,0.7875871949048662,0.7654686747661748,0.8076197295887875,0.21,(0.19-0.23),78.8,(76.5-80.8),0.21 (0.19-0.23),78.8 (76.5-80.8)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.8189677048529642,0.06599563870725517,-27.561938038384312,3.1834232889683998e-167,-1.9483167798559018,-1.6896186298500266,0.16219309568999377,0.14251375183050918,0.18458990765178768,0.8378069043100063,0.8154100923482124,0.8574862481694908,0.16,(0.14-0.18),83.8,(81.5-85.7),0.16 (0.14-0.18),83.8 (81.5-85.7)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.9556637098209522,0.07655192490917179,-25.54689137002539,5.945238562119711e-144,-2.1057027255901435,-1.8056246940517608,0.14147055013409232,0.12176008027379097,0.1643717424482575,0.8585294498659077,0.8356282575517425,0.8782399197262091,0.14,(0.12-0.16),85.9,(83.6-87.8),0.14 (0.12-0.16),85.9 (83.6-87.8)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.9577507113368313,0.062365750228794425,-31.391440079765655,2.64795095152589e-216,-2.079985335654089,-1.8355160870195737,0.1411756087601108,0.12493204423186158,0.15953114856424444,0.8588243912398892,0.8404688514357556,0.8750679557681385,0.14,(0.12-0.16),85.9,(84.0-87.5),0.14 (0.12-0.16),85.9 (84.0-87.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-1.4154625122998674,0.05894814622754369,-24.011993639903277,2.0840556251919574e-127,-1.5309987558612537,-1.2999262687384812,0.24281328334359967,0.21631950901175978,0.27255188788771734,0.7571867166564004,0.7274481121122827,0.7836804909882402,0.24,(0.22-0.27),75.7,(72.7-78.4),0.24 (0.22-0.27),75.7 (72.7-78.4)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-1.2769400592663334,0.04370005847985903,-29.220557218587334,1.0630038383026404e-187,-1.3625906000091512,-1.1912895185235155,0.27888938110762834,0.25599673205117496,0.30382921794113965,0.7211106188923717,0.6961707820588603,0.7440032679488251,0.28,(0.26-0.30),72.1,(69.6-74.4),0.28 (0.26-0.30),72.1 (69.6-74.4)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-1.636679752608255,0.07881512144488471,-20.766062687003313,8.776450921553778e-96,-1.7911545520773795,-1.4822049531391306,0.1946251744268411,0.16676751669165885,0.22713631090827954,0.8053748255731589,0.7728636890917204,0.8332324833083411,0.19,(0.17-0.23),80.5,(77.3-83.3),0.19 (0.17-0.23),80.5 (77.3-83.3)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.4443007526524219,0.05099567735501381,-28.322023111835783,1.8511478917964877e-176,-1.5442504436354738,-1.34435106166937,0.23591097902168404,0.2134718204316043,0.26070883693429137,0.764089020978316,0.7392911630657086,0.7865281795683957,0.24,(0.21-0.26),76.4,(73.9-78.7),0.24 (0.21-0.26),76.4 (73.9-78.7)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.697912105165557,0.06673273774874759,-25.443465418102416,8.338746993444009e-143,-1.8287058677428587,-1.5671183425882553,0.18306534650279607,0.16062129853425988,0.2086455619273967,0.816934653497204,0.7913544380726033,0.8393787014657401,0.18,(0.16-0.21),81.7,(79.1-83.9),0.18 (0.16-0.21),81.7 (79.1-83.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.8502669006536911,0.07761446958672767,-23.83920048034565,1.3106487703935792e-125,-2.0023884657228566,-1.6981453355845255,0.1571952052111259,0.135012425272585,0.18302265507399607,0.8428047947888742,0.8169773449260039,0.8649875747274149,0.16,(0.14-0.18),84.3,(81.7-86.5),0.16 (0.14-0.18),84.3 (81.7-86.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.8834070205753206,0.06443736579854382,-29.228491842195734,8.427728887307464e-188,-2.0097019367990994,-1.7571121043515416,0.15207111273895513,0.1340286177145415,0.17254242954976753,0.8479288872610449,0.8274575704502325,0.8659713822854584,0.15,(0.13-0.17),84.8,(82.7-86.6),0.15 (0.13-0.17),84.8 (82.7-86.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-1.334294420452252,0.05931956902592157,-22.493326272636768,4.824418431847259e-112,-1.450558639321496,-1.218030201583008,0.2633439200035241,0.23443928450249943,0.295812283977872,0.7366560799964759,0.7041877160221279,0.7655607154975006,0.26,(0.23-0.30),73.7,(70.4-76.6),0.26 (0.23-0.30),73.7 (70.4-76.6)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-1.1866810461760517,0.04416633539456664,-26.868451628930885,5.134891564779999e-159,-1.273245472878519,-1.1001166194735845,0.3052326378173983,0.27992166778069677,0.3328322667109795,0.6947673621826017,0.6671677332890205,0.7200783322193032,0.31,(0.28-0.33),69.5,(66.7-72.0),0.31 (0.28-0.33),69.5 (66.7-72.0)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-1.5307276549678965,0.08067405117348439,-18.97422569837437,2.7858570368323065e-80,-1.6888458897548673,-1.3726094201809258,0.21637816137389812,0.1847326028006228,0.2534447520889412,0.7836218386261019,0.7465552479110589,0.8152673971993771,0.22,(0.18-0.25),78.4,(74.7-81.5),0.22 (0.18-0.25),78.4 (74.7-81.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-1.3671649435426434,0.051233982069647126,-26.68472932055386,7.079390917089387e-157,-1.4675817031837226,-1.2667481839015642,0.2548283892931514,0.23048218611827082,0.28174632097779373,0.7451716107068487,0.7182536790222063,0.7695178138817291,0.25,(0.23-0.28),74.5,(71.8-77.0),0.25 (0.23-0.28),74.5 (71.8-77.0)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.5948696205950281,0.06709485604075155,-23.77037100469146,6.765759194309019e-125,-1.726373121982801,-1.4633661192072553,0.20293498532042856,0.17792856633134752,0.23145585397630997,0.7970650146795715,0.76854414602369,0.8220714336686525,0.20,(0.18-0.23),79.7,(76.9-82.2),0.20 (0.18-0.23),79.7 (76.9-82.2)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.7341372521438512,0.07816585025609477,-22.185356475523488,4.756484476585515e-109,-1.887339503466748,-1.5809350008209546,0.17655245485016652,0.1514742699959189,0.20578260132535972,0.8234475451498335,0.7942173986746403,0.8485257300040812,0.18,(0.15-0.21),82.3,(79.4-84.9),0.18 (0.15-0.21),82.3 (79.4-84.9)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.7484952049031937,0.06529289742751236,-26.779255842403973,5.637070016251904e-158,-1.8764669323073857,-1.6205234774990016,0.17403563447480594,0.15313017041045318,0.1977951306777928,0.825964365525194,0.8022048693222072,0.8468698295895468,0.17,(0.15-0.20),82.6,(80.2-84.7),0.17 (0.15-0.20),82.6 (80.2-84.7)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-1.250100974662127,0.060231599592061605,-20.754902461977576,1.1070665524552435e-95,-1.3681527405938052,-1.1320492087304488,0.2864758685956648,0.2545767948442403,0.32237197163965076,0.7135241314043352,0.6776280283603493,0.7454232051557597,0.29,(0.25-0.32),71.4,(67.8-74.5),0.29 (0.25-0.32),71.4 (67.8-74.5)
covidadmitted,"COVID-19
hospitalisation",pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-1.0986234620759718,0.04467166080378995,-24.593297905386237,1.48996785162864e-133,-1.1861783083809898,-1.0110686157709539,0.33332960888485336,0.30538612838023627,0.36382997730986644,0.6666703911151466,0.6361700226901336,0.6946138716197637,0.33,(0.31-0.36),66.7,(63.6-69.5),0.33 (0.31-0.36),66.7 (63.6-69.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-0.776760102736577,0.06804156829835381,-11.415964125497235,3.480232076428522e-30,-0.9101191260529727,-0.6434010794201813,0.45989360821610126,0.4024762757676015,0.5255021068624447,0.5401063917838987,0.4744978931375553,0.5975237242323985,0.46,(0.40-0.53),54.0,(47.4-59.8),0.46 (0.40-0.53),54.0 (47.4-59.8)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-0.851868399136333,0.06230054810821913,-13.673529768254935,1.4613105624865972e-42,-0.9739752296455475,-0.7297615686271186,0.42661709582927426,0.37757908722776773,0.48202390601154954,0.5733829041707257,0.5179760939884505,0.6224209127722322,0.43,(0.38-0.48),57.3,(51.8-62.2),0.43 (0.38-0.48),57.3 (51.8-62.2)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.138602760767984,0.07806784632944476,-14.584785085054135,3.510256671895003e-48,-1.2916129279243032,-0.985592593611665,0.32026619783391735,0.27482714902802274,0.3732179947932847,0.6797338021660826,0.6267820052067152,0.7251728509719773,0.32,(0.27-0.37),68.0,(62.7-72.5),0.32 (0.27-0.37),68.0 (62.7-72.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.2886265517215112,0.09438425022556057,-13.652982872056901,1.937811608389655e-42,-1.4736162828714263,-1.103636820571596,0.2756491130217299,0.22909551120777924,0.3316626899806596,0.7243508869782701,0.6683373100193404,0.7709044887922207,0.28,(0.23-0.33),72.4,(66.8-77.1),0.28 (0.23-0.33),72.4 (66.8-77.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.3567228303022243,0.0790499752690682,-17.162849522523533,5.03800045763648e-66,-1.5116579348083798,-1.2017877257960687,0.2575032776292111,0.22054402706259144,0.3006562402661128,0.7424967223707889,0.6993437597338872,0.7794559729374085,0.26,(0.22-0.30),74.2,(69.9-77.9),0.26 (0.22-0.30),74.2 (69.9-77.9)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-0.8823394745772715,0.06448324353161426,-13.68323654725411,1.2787184726613471e-42,-1.0087243095055607,-0.7559546396489821,0.41381367180270917,0.36468390675019696,0.46956213806313735,0.5861863281972908,0.5304378619368626,0.635316093249803,0.41,(0.36-0.47),58.6,(53.0-63.5),0.41 (0.36-0.47),58.6 (53.0-63.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-0.7269657371393441,0.0525910344856484,-13.822997479498644,1.851947018330718e-43,-0.830042270640919,-0.6238892036377692,0.4833734492945609,0.436030854628293,0.5358563253100586,0.5166265507054391,0.46414367468994144,0.5639691453717071,0.48,(0.44-0.54),51.7,(46.4-56.4),0.48 (0.44-0.54),51.7 (46.4-56.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-0.8040557350207541,0.06819244830486187,-11.790979133439148,4.34460366537756e-32,-0.9377104777158929,-0.6704009923256153,0.44751029541372556,0.39152321109259147,0.5115034277084509,0.5524897045862744,0.4884965722915491,0.6084767889074085,0.45,(0.39-0.51),55.2,(48.8-60.8),0.45 (0.39-0.51),55.2 (48.8-60.8)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-0.8733719670447357,0.06285929735364629,-13.894077786634279,6.880398554492616e-44,-0.9965739259513764,-0.7501700081380951,0.41754123752884337,0.36914198492708394,0.47228625340884817,0.5824587624711566,0.5277137465911519,0.6308580150729161,0.42,(0.37-0.47),58.2,(52.8-63.1),0.42 (0.37-0.47),58.2 (52.8-63.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.170172917218382,0.07902168368836159,-14.808250882545122,1.295681943503018e-49,-1.325052571245287,-1.015293263191477,0.3103132781170986,0.26578898586366445,0.3622961661216977,0.6896867218829015,0.6377038338783023,0.7342110141363356,0.31,(0.27-0.36),69.0,(63.8-73.4),0.31 (0.27-0.36),69.0 (63.8-73.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.3325747678539102,0.0955585464158338,-13.945113418270937,3.3691202874965055e-44,-1.5198660772439434,-1.145283458463877,0.26379716966409794,0.21874117941231747,0.31813372731074463,0.7362028303359021,0.6818662726892554,0.7812588205876825,0.26,(0.22-0.32),73.6,(68.2-78.1),0.26 (0.22-0.32),73.6 (68.2-78.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.4213595417665845,0.08149639358510409,-17.440766139943406,4.046134241398001e-68,-1.5810895380632897,-1.2616295454698794,0.24138561988080862,0.20575080270672905,0.2831921757714562,0.7586143801191914,0.7168078242285438,0.7942491972932709,0.24,(0.21-0.28),75.9,(71.7-79.4),0.24 (0.21-0.28),75.9 (71.7-79.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-0.9060785933567443,0.06464358792262967,-14.01652696693147,1.2351280949682037e-44,-1.0327776975165468,-0.7793794891969418,0.4041057841432995,0.3560166792091398,0.458690545456553,0.5958942158567004,0.5413094545434469,0.6439833207908602,0.40,(0.36-0.46),59.6,(54.1-64.4),0.40 (0.36-0.46),59.6 (54.1-64.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-0.7474718403795945,0.052872913740516864,-14.137141070907198,2.2420959331074667e-45,-0.8511008470687005,-0.6438428336904884,0.4735622816455673,0.4269446723632061,0.5252700153301698,0.5264377183544326,0.4747299846698302,0.5730553276367939,0.47,(0.43-0.53),52.6,(47.5-57.3),0.47 (0.43-0.53),52.6 (47.5-57.3)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-0.587604806364076,0.0849514041579817,-6.916952252741156,4.614635320099032e-12,-0.7541064989498263,-0.42110311377832566,0.5556565972640608,0.47043075737938994,0.6563224220351573,0.4443434027359392,0.34367757796484266,0.52956924262061,0.56,(0.47-0.66),44.4,(34.4-53.0),0.56 (0.47-0.66),44.4 (34.4-53.0)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-0.5935841547908095,0.06850139920848289,-8.665285113144124,4.5038444387329665e-18,-0.7278444301300365,-0.4593238794515825,0.552344046181314,0.482948898984786,0.6317106136762441,0.44765595381868595,0.36828938632375585,0.517051101015214,0.55,(0.48-0.63),44.8,(36.8-51.7),0.55 (0.48-0.63),44.8 (36.8-51.7)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-0.8872459866595265,0.08735276440971927,-10.1570453168258,3.0827736606725127e-24,-1.0584542588525885,-0.7160377144664645,0.41178826293203724,0.3469917554413382,0.48868473336753887,0.5882117370679627,0.5113152666324612,0.6530082445586618,0.41,(0.35-0.49),58.8,(51.1-65.3),0.41 (0.35-0.49),58.8 (51.1-65.3)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.0652158660662272,0.10057292866642328,-10.59147705243125,3.264003501269943e-26,-1.2623351840721329,-0.8680965480603217,0.34465344775255635,0.2829924149281457,0.41974976282627535,0.6553465522474436,0.5802502371737246,0.7170075850718542,0.34,(0.28-0.42),65.5,(58.0-71.7),0.34 (0.28-0.42),65.5 (58.0-71.7)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.1675080869460301,0.0877350784065904,-13.307198308246232,2.1021787718094036e-40,-1.339465680803745,-0.9955504930883152,0.31114131313091165,0.2619856151322397,0.36951997035395545,0.6888586868690884,0.6304800296460445,0.7380143848677603,0.31,(0.26-0.37),68.9,(63.0-73.8),0.31 (0.26-0.37),68.9 (63.0-73.8)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-0.716653516601198,0.07123854392284001,-10.05991247346971,8.307216999819185e-24,-0.8562784970010392,-0.5770285362013569,0.4883838929041261,0.4247398152241004,0.5615645585812153,0.5116161070958739,0.43843544141878465,0.5752601847758996,0.49,(0.42-0.56),51.2,(43.8-57.5),0.49 (0.42-0.56),51.2 (43.8-57.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.44386690387307914,0.061826660876955784,-7.17921520549913,7.011270927452042e-13,-0.5650449324762841,-0.3226888752698742,0.6415508030722826,0.5683346095024558,0.7241991355814348,0.3584491969277174,0.2758008644185652,0.43166539049754415,0.64,(0.57-0.72),35.8,(27.6-43.2),0.64 (0.57-0.72),35.8 (27.6-43.2)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-0.9357776364990144,0.07073715615585437,-13.228940592935716,5.972324125077687e-40,-1.0744199149332747,-0.797135358064754,0.3922806951046936,0.34149579446637857,0.45061797610796644,0.6077193048953065,0.5493820238920335,0.6585042055336214,0.39,(0.34-0.45),60.8,(54.9-65.9),0.39 (0.34-0.45),60.8 (54.9-65.9)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-1.2199565688754992,0.06606248846118144,-18.466706254826445,3.827359430748288e-76,-1.3494366669885076,-1.0904764707624908,0.2952429893805951,0.2593863403845276,0.33605633453622596,0.7047570106194049,0.663943665463774,0.7406136596154724,0.30,(0.26-0.34),70.5,(66.4-74.1),0.30 (0.26-0.34),70.5 (66.4-74.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.527998005597272,0.0826517520127224,-18.48718228455787,2.6188593671841742e-76,-1.6899924628013439,-1.3660035483932003,0.21696960473517243,0.18452091475853877,0.2551245176761649,0.7830303952648275,0.744875482323835,0.8154790852414613,0.22,(0.18-0.26),78.3,(74.5-81.5),0.22 (0.18-0.26),78.3 (74.5-81.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.6783604375185635,0.099390112505466,-16.886593597791343,5.647066958020541e-64,-1.8731614784486608,-1.4835593965884661,0.18667979845701285,0.15363717259766518,0.22682887586855097,0.8133202015429871,0.7731711241314491,0.8463628274023348,0.19,(0.15-0.23),81.3,(77.3-84.6),0.19 (0.15-0.23),81.3 (77.3-84.6)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.713632198774276,0.07901705549292971,-21.686864792470132,2.729679657713087e-104,-1.868502781704821,-1.558761615843731,0.18021004373295027,0.15435459141419247,0.2103964615803829,0.8197899562670498,0.7896035384196172,0.8456454085858075,0.18,(0.15-0.21),82.0,(79.0-84.6),0.18 (0.15-0.21),82.0 (79.0-84.6)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-1.0913461552229895,0.0676781030251991,-16.125542922156676,1.6876936089517286e-58,-1.223992799694371,-0.9586995107516081,0.33576419861567597,0.29405372222072723,0.3833911579850781,0.664235801384324,0.6166088420149218,0.7059462777792728,0.34,(0.29-0.38),66.4,(61.7-70.6),0.34 (0.29-0.38),66.4 (61.7-70.6)
